Wikidata_QID,English_Label,Num_Languages,Total_Views_All_Langs,Languages,Top5_Languages_Detail
Q12167,Malnutrition,19,471315,"anp, bxr, dty, ee, gu, ha, ig, knc, ln, mr, ne, nso, or, pa, tl, wo, xh, yo, zu","tl:#21(207,601); mr:#29(172,048); gu:#27(34,733); ne:#26(12,941); dty:#3(6,620)"
Q12128,Dentistry,19,55777,"ba, ce, csb, hif, iu, kaa, knc, ku, li, new, oc, pnb, qu, tly, tt, vep, wa, yi, zh-min-nan","iu:#8(8,041); csb:#3(4,568); zh-min-nan:#24(4,128); hif:#29(3,857); ba:#23(3,824)"
Q388162,Flea,19,39188,"an, arc, bo, ceb, csb, frr, gn, kw, la, mg, mhr, nv, os, szl, szy, tay, vep, war, za","la:#40(6,603); an:#21(6,489); war:#18(6,065); gn:#30(4,291); frr:#29(2,259)"
Q57109,Josef Mengele,18,41968831,"cs, da, de, en, fi, fr, he, hu, it, nl, no, nqo, pl, pt, rmy, sk, sr, sv","en:#20(21,839,504); de:#20(5,679,125); fr:#26(2,874,309); it:#19(2,690,113); pl:#18(1,992,416)"
Q83864,Menstrual cycle,18,7393668,"ar, bs, ckb, he, hi, hu, kn, ko, lt, mad, mk, mr, ne, sh, sq, tcy, wuu, zgh","ar:#9(2,596,865); hi:#11(1,397,904); mr:#2(627,638); ko:#13(618,848); he:#24(571,677)"
Q101065,Puberty,18,2007606,"als, bar, be, bew, bn, bo, br, cy, eo, gpe, ha, ia, id, mr, nds, sco, simple, sq","id:#20(939,719); bn:#22(363,536); simple:#11(264,396); sq:#18(240,839); mr:#32(140,979)"
Q15326,Alcoholism,18,821118,"cv, fy, ga, gcr, hif, hr, kn, ky, ln, mt, os, rn, rue, sah, sc, smn, ta, tl","hr:#28(249,940); tl:#17(236,379); ta:#29(209,127); ky:#49(50,499); kn:#29(47,702)"
Q7193,Microbiology,18,132924,"fo, ga, gv, ilo, io, lmo, mai, new, nov, pnb, ps, rki, rue, sd, si, tg, tt, wa","si:#18(59,245); gv:#2(10,917); tg:#39(10,259); ps:#10(9,683); new:#3(9,291)"
Q40821,Surgery,18,51053,"anp, arc, bew, bh, dty, fiu-vro, fj, kbp, lfn, li, mhr, min, nds, new, pi, ps, qu, sa","nds:#3(11,623); new:#18(3,604); li:#40(3,403); pi:#2(3,276); arc:#12(3,150)"
Q181923,Attention deficit hyperactivity disorder,17,38407285,"bg, cs, de, en, fi, gpe, hr, hu, it, lfn, nr, pl, ru, sv, zh, zh-classical, zh-yue","en:#38(16,527,930); ru:#11(7,278,668); de:#39(4,558,648); zh:#16(2,703,918); it:#50(1,945,613)"
Q208373,Female genital mutilation,17,6628618,"ar, ckb, fa, gur, ht, ig, ko, ku, mad, mai, ny, rw, si, sn, so, tl, ur","ar:#5(3,187,090); fa:#25(2,455,471); ko:#5(761,188); tl:#44(133,017); si:#49(31,807)"
Q988343,Blood vessel,17,1658157,"am, dv, eu, fiu-vro, id, inh, kk, ks, ksh, ln, lv, om, sn, so, tg, th, xh","id:#41(671,483); th:#11(603,981); kk:#34(258,897); lv:#33(55,708); am:#20(17,474)"
Q83319,Typhoid fever,17,1530038,"as, bxr, ckb, csb, din, gu, ha, hi, ln, mr, or, pcm, sd, sw, ta, te, zh-classical","hi:#46(747,284); te:#5(217,248); ta:#30(207,312); sw:#19(122,561); mr:#37(118,234)"
Q122224,Birth control,17,262708,"anp, bo, eu, ext, frr, gn, gu, ig, jam, mad, mg, mwl, nrm, ny, sn, tw, uz","uz:#27(189,616); eu:#14(22,179); gu:#48(15,664); sn:#15(6,644); mg:#14(4,948)"
Q10304508,Tick,17,219260,"arc, ay, azb, bat-smg, ceb, co, csb, et, gd, gl, gn, kw, lbe, mg, nds, sc, sl","sl:#29(93,750); et:#15(80,465); gl:#23(10,438); azb:#13(5,961); gn:#22(5,253)"
Q3503092,Perspiration,17,21708,"av, awa, ay, ban, bew, bh, cdo, cv, dag, gan, hyw, kab, kbp, lbe, os, pdc, szy","bh:#34(2,929); gan:#26(2,575); ay:#20(1,803); cdo:#45(1,610); ban:#16(1,595)"
Q208166,Borderline personality disorder,16,51554730,"cs, de, el, en, fr, he, hu, it, ja, ko, mzn, nl, no, pap, pl, sr","en:#11(26,472,231); de:#9(7,983,135); ja:#23(3,547,588); fr:#16(3,412,163); it:#15(2,843,246)"
Q201989,Lyme disease,16,45321856,"bg, de, el, en, et, fi, fr, it, lo, lt, nr, pl, rsk, ru, sl, wuu","en:#19(22,800,616); ru:#13(7,062,481); de:#49(4,186,723); fr:#8(4,054,162); it:#4(3,883,288)"
Q8388,Pedophilia,16,9964570,"ary, ast, es, fa, gd, gl, ia, id, ie, io, lmo, ms, mt, simple, tr, zea","es:#37(5,126,443); fa:#29(2,385,103); tr:#7(1,252,454); id:#42(662,110); ms:#13(286,238)"
Q100159,Euthanasia,16,9085072,"anp, ast, es, eu, gv, hr, ka, ko, lij, lv, pt, th, tl, tr, vls, zh-classical","es:#32(5,320,903); pt:#36(1,614,542); tr:#27(713,931); ko:#33(419,364); th:#37(371,803)"
Q4340209,Depression (mood),16,6671776,"als, ary, ceb, ckb, ext, kbp, ko, lg, ln, nds-nl, nr, nrm, rki, ru, vep, xh","ru:#26(6,150,317); ko:#30(441,038); ckb:#3(55,821); als:#27(6,391); nds-nl:#9(3,421)"
Q29496,Leukemia,16,4056007,"az, ckb, el, hr, ig, ka, ks, mk, nds, rki, rue, sh, sr, ta, za, zh","zh:#23(2,250,067); el:#23(419,961); az:#14(340,663); sr:#18(256,089); hr:#43(212,058)"
Q39978,Nostradamus,16,2576459,"bcl, diq, fr, frp, jv, lmo, mg, mzn, nds-nl, nrm, pcd, pms, rue, se, vec, war","fr:#38(2,521,171); se:#1(8,670); jv:#18(7,251); diq:#4(6,948); lmo:#5(6,927)"
Q154430,Anxiety,16,2146049,"as, bat-smg, bs, ckb, gan, hr, inh, io, ku, lg, pap, ro, sh, tr, tw, wa","hr:#2(661,284); ro:#16(624,423); tr:#43(593,310); sh:#11(151,709); bs:#31(74,437)"
Q219067,Exercise,16,1707173,"ang, anp, fy, hi, hif, jam, kaa, kk, mr, ne, or, pa, sa, th, yi, zu","hi:#48(737,761); th:#32(392,000); mr:#11(306,982); kk:#49(218,430); ne:#35(11,344)"
Q41532,Carl Jung,16,1506389,"als, arz, bar, diq, gd, kab, kbp, kw, lfn, lij, lmo, mg, pms, pt, sc, zh-min-nan","pt:#50(1,455,890); arz:#45(17,537); als:#35(6,118); bar:#28(3,394); zh-min-nan:#48(2,671)"
Q159532,Betel,16,784451,"ace, ban, bbc, ceb, dtp, gom, hsb, id, kge, mad, mai, nia, pwn, su, tcy, tpi","id:#36(765,807); tpi:#2(5,270); su:#41(4,575); tcy:#17(1,886); bbc:#1(1,192)"
Q492,Memory,16,432052,"ay, bar, bo, gn, ia, is, kaa, la, lfn, lv, mwl, mzn, pap, qu, rki, uz","uz:#10(336,036); lv:#50(46,670); is:#12(16,702); la:#50(5,973); ia:#48(3,792)"
Q166231,Infection,16,292336,"as, ay, bs, fj, ht, io, kab, lfn, li, om, pnb, rn, si, vec, xh, yi","si:#4(139,778); bs:#21(91,542); as:#20(16,542); ht:#2(13,980); xh:#11(4,432)"
Q35805,Cough,16,169835,"ary, ay, bdr, blk, bxr, cv, din, ff, ha, kab, mzn, roa-rup, sa, szy, tcy, te","te:#13(142,638); ha:#23(6,294); bdr:#1(5,201); sa:#46(1,822); ay:#23(1,703)"
Q43012,Leech,16,66160,"alt, ban, bjn, dty, eml, ext, gn, min, mrj, ne, nia, nv, os, pcd, szy, za","bjn:#1(20,193); ne:#30(12,043); ext:#4(8,531); min:#12(7,609); gn:#16(6,314)"
Q486851,Sleep paralysis,15,22399577,"ar, ary, da, es, fi, fr, he, hu, iba, lt, no, pt, ru, sr, sv","ru:#16(6,604,498); es:#26(5,851,496); ar:#8(2,659,409); fr:#39(2,484,662); pt:#27(1,744,977)"
Q191779,Tourette syndrome,15,17242831,"ar, cs, el, fi, he, it, lt, lv, mt, no, pt, ro, ru, sc, sl","ru:#30(5,855,031); it:#3(4,677,165); pt:#22(1,884,947); ar:#36(1,520,880); cs:#17(920,568)"
Q207367,Infectious mononucleosis,15,11535829,"cs, de, el, et, he, hr, is, it, lv, mk, nl, sh, sk, sl, sr","de:#24(5,212,000); it:#37(2,168,899); nl:#47(740,033); el:#8(699,925); cs:#33(678,026)"
Q41630,Psychoanalysis,15,1783658,"als, arz, bar, be-x-old, dtp, is, kbp, km, lij, mzn, pt, rki, scn, si, tpi","pt:#44(1,559,313); si:#2(156,287); arz:#30(22,932); is:#23(12,288); als:#37(6,068)"
Q6853,Hepatitis B,15,1550535,"as, az, bg, blk, bn, ig, ms, my, ne, ny, ps, rn, so, te, wo","bn:#11(462,495); bg:#47(302,756); az:#24(234,179); ms:#28(205,955); te:#7(190,934)"
Q223569,Women's rights,15,400065,"ang, bcl, ckb, dag, lfn, mad, my, pa, pap, rw, skr, ta, tcy, tly, ur","ta:#14(293,475); ur:#4(55,206); my:#42(21,948); ckb:#37(11,218); pa:#32(7,441)"
Q186969,Ibuprofen,14,16425418,"bs, da, es, hy, min, mwl, pt, ru, rw, sco, th, tr, wuu, zh","ru:#42(5,197,979); es:#35(5,181,187); zh:#10(2,960,070); pt:#29(1,680,020); tr:#36(661,005)"
Q124490,Violence,14,5465892,"af, be, bo, csb, es, fy, ie, ka, km, lb, nn, pms, rue, sn","es:#43(5,032,740); af:#4(215,148); ka:#38(131,017); km:#5(50,983); nn:#40(7,609)"
Q46452,Opium,14,3689157,"blk, cdo, fa, got, hi, lo, my, nn, pa, simple, th, tl, zh-classical, zh-yue","fa:#32(2,171,778); hi:#36(811,066); th:#42(359,286); simple:#34(137,816); tl:#47(129,432)"
Q181138,Veganism,14,2975072,"ang, ceb, ckb, diq, eo, fr, fur, gl, ia, lb, li, lv, no, ug","fr:#30(2,710,198); no:#49(164,073); lv:#43(48,971); eo:#7(12,454); gl:#26(10,152)"
Q940,Narcotic,14,2278565,"diq, eml, fiu-vro, fo, hy, jv, ka, lt, min, my, su, szl, th, vi","vi:#9(940,337); th:#3(824,111); ka:#34(140,663); hy:#46(124,509); lt:#48(117,834)"
Q131742,Hepatitis,14,1485900,"bg, din, ext, ha, hu, jv, ky, la, mr, or, sco, sq, sw, war","hu:#22(589,769); bg:#46(303,005); mr:#14(257,446); sq:#41(150,844); sw:#32(81,409)"
Q180686,PubMed,14,194050,"ast, be, cy, eo, eu, gl, ilo, is, nn, nup, pap, tg, wuu, zh-min-nan","ast:#19(19,316); be:#1(18,570); ilo:#3(18,298); nn:#7(17,914); eu:#32(17,026)"
Q9655,Artery,14,191987,"an, arc, ce, dag, fiu-vro, fj, ks, lfn, lt, nds, nn, om, pms, sd","lt:#28(158,607); nn:#24(9,796); an:#36(4,856); lfn:#10(3,425); nds:#38(3,062)"
Q127076,Vomiting,14,23837,"cdo, ce, dv, eml, guc, haw, ilo, iu, mhr, myv, mzn, sn, su, tcy","su:#7(9,561); sn:#42(2,360); dv:#44(2,119); eml:#19(1,751); cdo:#42(1,643)"
Q1472,Crohn's disease,13,37861861,"cs, de, en, fr, gu, he, hr, it, lfn, mk, nl, sk, wuu","en:#18(23,372,857); de:#27(4,923,064); it:#7(3,357,573); fr:#19(3,287,118); cs:#12(951,558)"
Q131191,Body mass index,13,32296958,"bar, be-x-old, de, dv, en, fo, fr, gu, jbo, ko, pl, ru, vi","en:#36(16,854,989); ru:#40(5,346,471); de:#28(4,919,889); fr:#24(2,902,754); pl:#47(1,382,194)"
Q133087,Gout,13,14488660,"bg, cs, gu, hak, it, nl, pl, ru, sk, sl, ta, wuu, zh","ru:#22(6,280,720); it:#39(2,127,509); zh:#30(2,102,672); pl:#46(1,391,207); nl:#48(737,486)"
Q132971,Dyslexia,13,9822943,"arz, bg, chr, csb, et, id, ka, lt, ms, ru, sk, sr, wuu","ru:#10(7,544,896); id:#47(633,920); bg:#17(456,978); ms:#14(284,758); sr:#11(274,857)"
Q178436,Constipation,13,1832474,"bew, bn, gu, hi, kcg, kk, lg, mg, myv, ne, nn, se, te","hi:#22(1,131,594); bn:#31(270,385); kk:#47(223,555); te:#16(131,184); gu:#19(45,815)"
Q430024,Human eye,13,1206069,"av, bew, dv, hi, hy, ik, kn, ku, lbe, lt, new, pa, si","hi:#42(775,226); lt:#16(191,272); hy:#36(133,197); kn:#37(38,623); si:#36(38,195)"
Q43656,Cholesterol,13,904529,"bg, cv, dv, eu, jv, ko, ks, lo, rn, rw, su, wa, war","ko:#20(475,752); bg:#29(368,071); eu:#23(18,402); jv:#5(9,170); su:#15(7,756)"
Q134859,Whooping cough,13,654218,"bg, chr, csb, din, glk, ig, km, ny, sh, tk, uz, wo, wuu","bg:#30(360,202); uz:#48(157,838); sh:#33(102,904); tk:#33(14,306); wuu:#41(6,565)"
Q50265665,Insulin,13,325104,"ast, ban, bar, ca, da, dv, ia, lv, min, nn, pam, ps, sco","da:#36(139,985); ca:#40(74,822); lv:#48(47,575); ast:#49(10,610); nn:#23(9,879)"
Q105726,Urination,13,175038,"bar, br, cy, eo, gan, jv, kge, nds, qu, ug, za, zh-classical, zh-yue","zh-yue:#7(83,736); eo:#2(29,154); cy:#3(13,399); qu:#2(11,351); gan:#4(9,763)"
Q157661,Hepatitis A,13,108902,"ace, am, dag, ee, ha, ig, ky, nso, ny, om, wo, xh, zu","ky:#47(51,531); ha:#5(19,041); am:#25(11,543); om:#8(6,109); xh:#8(5,218)"
Q83364,Vegetarianism,13,79690,"ang, cdo, diq, eo, fiu-vro, gd, jbo, lv, mai, mwl, olo, tcy, ug","lv:#42(49,147); eo:#28(6,710); mwl:#7(5,553); jbo:#10(2,769); diq:#24(2,495)"
Q162668,Visual perception,13,56394,"ang, br, eu, fiu-vro, ga, kab, oc, qu, sco, sd, so, yi, zh-min-nan","eu:#40(15,801); sco:#49(4,186); ang:#6(4,166); qu:#22(3,975); ga:#36(3,893)"
Q207684,Lobotomy,12,30174798,"cs, da, de, en, fi, it, nl, pl, sh, sk, sr, vep","en:#31(17,849,592); de:#30(4,880,546); it:#38(2,138,007); pl:#13(2,061,862); nl:#7(1,217,824)"
Q167934,Serotonin,12,5735936,"ast, da, el, et, ext, fi, fr, ko, nl, no, sv, war","fr:#40(2,475,791); nl:#22(913,983); sv:#31(593,219); ko:#17(527,387); fi:#42(476,692)"
Q169234,Abu Bakr al-Razi,12,4647757,"ar, arz, ce, diq, fa, glk, ha, kaa, mzn, ps, skr, tg","fa:#18(2,580,609); ar:#20(1,969,331); arz:#13(61,867); tg:#19(19,269); ha:#20(6,752)"
Q121041,Appendicitis,12,3055563,"ar, az, bg, ka, kk, ky, lt, mt, tk, tl, tly, uz","ar:#44(1,360,859); bg:#27(387,791); lt:#10(256,839); kk:#39(249,409); ka:#19(191,213)"
Q199678,Vitamin C,12,2687639,"ban, bh, dv, hy, jv, rw, sq, tyv, ug, vi, wuu, zh","zh:#36(1,942,728); vi:#35(440,279); sq:#42(145,222); hy:#38(130,264); wuu:#28(8,589)"
Q101896,Gonorrhea,12,1079638,"bn, csb, ha, hu, ksh, mg, nqo, si, smn, sw, tg, ur","hu:#18(658,879); bn:#50(199,558); sw:#25(93,970); si:#25(52,451); ur:#19(28,066)"
Q60168,Heroin,12,1004707,"arz, ast, bar, fo, hr, ki, mzn, no, sv, tyv, wuu, zh-classical","sv:#46(518,894); hr:#30(241,241); no:#40(174,492); arz:#20(37,551); ast:#25(15,352)"
Q156421,Artemisia (plant),12,447117,"az, ceb, hsb, inh, kk, nap, nv, os, rsk, sah, szy, zgh","kk:#50(217,244); az:#31(209,340); sah:#1(15,095); os:#19(863); ceb:#45(791)"
Q192995,Vaccination,12,203769,"ban, dty, fiu-vro, gcr, gu, ht, kbp, lb, ln, min, simple, vls","simple:#36(135,632); gu:#18(51,620); lb:#38(2,939); ht:#40(2,732); min:#45(2,017)"
Q162297,Hygiene,12,152723,"fj, gu, ha, ht, jam, kbp, ky, lo, pi, rw, sc, tyv","gu:#9(71,401); ky:#39(56,384); ha:#17(7,383); ht:#36(2,849); pi:#5(2,668)"
Q28086552,Nicotine,12,133513,"an, azb, bs, ce, gv, hif, kw, rue, su, war, wuu, za","bs:#18(94,914); wuu:#36(7,751); an:#19(7,240); su:#22(6,315); war:#36(5,222)"
Q221159,Schistosomiasis,12,49112,"am, arz, din, ig, nr, nso, ny, om, rn, sn, ts, xh","arz:#38(19,155); am:#24(11,764); sn:#25(4,035); ny:#5(3,150); xh:#21(2,533)"
Q156584,Euphorbiaceae,12,47483,"bcl, ceb, frr, hsb, jv, koi, kv, la, mg, os, so, su","su:#20(6,809); jv:#23(6,674); bcl:#15(6,657); la:#39(6,626); frr:#7(6,122)"
Q128538,Luke the Evangelist,12,43788,"am, arc, bo, csb, frp, iba, lij, mg, nia, pms, sc, tw","am:#11(29,876); mg:#27(2,532); sc:#30(1,736); arc:#23(1,597); lij:#26(1,581)"
Q319877,Alprazolam,11,16651193,"azb, es, fa, fi, fr, it, lv, no, pl, pt, sr","es:#42(5,050,276); fa:#13(3,181,945); fr:#49(2,317,565); it:#46(2,026,942); pt:#47(1,496,427)"
Q1485,Lupus,11,13971258,"bg, bs, de, he, it, my, ru, sh, simple, sr, wuu","ru:#39(5,368,712); de:#33(4,785,957); it:#41(2,106,543); he:#35(498,900); bg:#11(492,915)"
Q23118,LSD,11,12771529,"ast, es, fo, he, hu, lt, no, ru, scn, tok, tr","es:#30(5,569,454); ru:#46(4,957,588); hu:#15(701,300); tr:#34(666,769); he:#25(558,993)"
Q835,Mikhail Bulgakov,11,8509416,"alt, ce, hsb, kw, mzn, os, pms, ru, scn, tt, udm","ru:#7(8,495,028); scn:#47(2,912); tt:#42(2,642); udm:#1(1,815); os:#15(1,452)"
Q161238,Magnetic resonance imaging,11,4840424,"ary, cs, de, gan, gcr, hak, is, jam, ks, lb, stq","de:#48(4,189,687); cs:#38(620,401); is:#29(11,198); stq:#8(4,085); gan:#21(3,472)"
Q1318776,Testosterone,11,4066474,"als, br, cv, fa, gl, hr, ku, la, nn, pnb, pt","fa:#34(2,153,632); pt:#32(1,635,380); hr:#36(225,687); als:#10(9,614); gl:#40(8,588)"
Q92251,Noise pollution,11,2809681,"as, bew, bh, bn, gu, hi, kn, mr, ms, sa, te","hi:#10(1,401,117); mr:#3(605,421); bn:#42(218,729); ms:#27(212,747); kn:#7(147,097)"
Q331283,Leishmaniasis,11,1595271,"am, din, ig, nr, nso, ny, om, pt, ts, tw, xh","pt:#39(1,580,154); am:#45(4,562); ig:#21(1,823); om:#32(1,495); nso:#9(1,461)"
Q127398,Maimonides,11,1385011,"btm, ceb, cv, cy, gd, he, lad, nn, sco, war, yi","he:#2(1,341,012); nn:#47(7,073); gd:#4(7,037); sco:#21(6,992); war:#15(6,321)"
Q170082,Psychosis,11,819162,"arz, ban, br, fi, is, kbp, koi, mwl, pap, sk, sq","fi:#39(477,596); sk:#49(158,913); sq:#47(130,142); arz:#34(19,872); is:#8(18,718)"
Q47912,Lung cancer,11,737640,"arz, az, bg, cv, mk, nv, rki, rw, se, sl, tcy","bg:#43(319,110); az:#44(168,297); mk:#7(127,980); sl:#48(78,924); arz:#21(31,375)"
Q83042,Neurology,11,117287,"bs, jv, la, li, nds, new, pi, rue, sa, tt, xh","bs:#28(77,768); la:#17(9,349); jv:#8(8,697); nds:#25(4,681); li:#24(4,211)"
Q7867,Psychiatry,11,27321,"fy, ga, hyw, ia, ku, li, mzn, pms, rki, vec, yi","ia:#49(3,755); ga:#46(3,316); li:#42(3,300); fy:#41(3,265); yi:#45(3,025)"
Q44512,Epidemic,11,22405,"cv, dag, ext, fy, inh, kab, li, rue, shi, vec, zgh","li:#23(4,499); rue:#18(3,747); fy:#44(3,181); vec:#23(2,058); cv:#25(2,002)"
Q76469,Tears,11,10764,"arc, av, bug, gor, ik, kbp, lbe, mzn, roa-rup, sn, vec","sn:#33(3,115); arc:#32(1,062); lbe:#7(958); bug:#3(957); mzn:#46(901)"
Q183134,Sepsis,10,24402624,"cv, en, is, ja, ka, lv, nup, pl, sk, war","en:#27(18,985,106); ja:#27(3,267,563); pl:#24(1,721,749); sk:#32(195,755); ka:#33(143,399)"
Q206901,ALS,10,15053737,"cs, de, et, fi, fr, hu, it, sk, sl, sr","de:#15(6,349,399); fr:#13(3,720,777); it:#36(2,171,866); cs:#11(956,967); fi:#7(674,547)"
Q240126,Bullying,10,5712557,"af, ar, bew, ki, ms, pfl, pt, ro, simple, sq","pt:#10(2,322,035); ar:#24(1,886,968); ro:#18(601,666); ms:#11(294,792); sq:#13(282,522)"
Q37193,Robert Koch,10,4368149,"ay, bxr, ceb, de, gd, haw, ie, mg, mzn, yo","de:#43(4,356,944); yo:#31(2,111); gd:#36(1,806); ay:#25(1,648); mzn:#36(1,499)"
Q133981,First aid,10,2404613,"az, hi, kk, ky, mr, ne, sa, simple, ur, uz","hi:#45(758,272); kk:#14(434,947); simple:#5(357,964); uz:#11(327,657); az:#21(244,394)"
Q188840,Medicinal plants,10,1281445,"as, ay, az, be, gn, hyw, kk, pdc, udm, uz","kk:#8(578,356); az:#16(309,060); uz:#14(286,448); gn:#1(85,953); as:#41(8,632)"
Q173253,Sense,10,547620,"arc, et, fiu-vro, kab, kk, lfn, sd, sn, sr, wa","sr:#20(253,282); kk:#46(224,428); et:#42(52,999); fiu-vro:#18(3,464); sn:#35(2,921)"
Q6473911,Herpes,10,449176,"bew, bjn, br, et, ht, kn, mk, ta, te, tg","ta:#42(172,164); et:#19(75,593); te:#43(68,914); mk:#49(68,660); kn:#36(39,239)"
Q101991,Inflammation,10,380537,"fj, gn, kab, ko, min, nds, nn, se, tyv, wa","ko:#45(355,938); nn:#20(10,325); min:#40(2,766); gn:#47(2,508); nds:#50(2,469)"
Q178623,Kidney stone disease,10,267042,"af, am, ban, bh, ckb, hyw, lg, lij, mr, vo","mr:#39(111,005); af:#29(87,757); am:#3(47,658); ckb:#22(14,708); bh:#31(3,059)"
Q37064,Alexander Fleming,10,124636,"ca, cy, gd, gl, gu, guw, mg, szy, tcy, yo","ca:#33(81,658); gu:#42(21,079); gl:#50(8,173); cy:#41(5,022); tcy:#7(3,361)"
Q40867,Poison,10,43781,"an, blk, chr, ha, ku, my, qu, srn, szy, wa","my:#38(23,624); an:#39(4,475); ha:#36(4,182); ku:#45(2,834); qu:#47(2,678)"
Q202864,Zika virus,10,22872,"eml, frr, ig, lo, mzn, nso, ny, ts, xh, xmf","ts:#6(8,227); xmf:#17(3,048); frr:#27(2,467); xh:#27(1,950); nso:#10(1,374)"
Q48422,Cadaver,10,20063,"ang, ay, dty, kcg, ln, nap, nds-nl, roa-rup, sn, vo","sn:#18(5,411); ay:#12(2,845); nds-nl:#17(1,760); ln:#50(1,676); ang:#17(1,625)"
Q30314010,Social distancing,10,17420,"bjn, dag, ff, gor, km, lmo, pap, sd, xh, yo","xh:#17(3,300); pap:#21(2,297); lmo:#49(1,794); sd:#32(1,752); dag:#14(1,571)"
Q407541,Fentanyl,9,38275267,"da, de, en, es, gpe, it, nl, pl, sv","en:#15(23,664,251); es:#47(4,911,364); de:#45(4,276,027); it:#32(2,256,939); pl:#42(1,497,359)"
Q83741704,COVID-19 pandemic by country and territory,9,25112867,"bjn, en, ht, kab, pt, sd, ug, vi, zh","en:#32(17,706,161); zh:#2(4,238,008); vi:#3(1,695,025); pt:#49(1,465,125); ht:#49(2,218)"
Q1060310,Narcissistic personality disorder,9,22812871,"af, da, en, et, fi, gpe, he, ja, sv","en:#48(15,969,743); ja:#18(3,890,096); sv:#2(1,469,064); fi:#8(673,455); he:#29(535,398)"
Q1097630,Intersex,9,18153164,"ca, el, en, eu, fi, la, nl, olo, zu","en:#42(16,200,684); nl:#29(858,053); fi:#23(557,782); el:#27(394,386); ca:#18(108,052)"
Q8392,Zoophilia,9,9526162,"ast, es, gl, pt, scn, sco, simple, vi, xmf","es:#18(7,004,480); pt:#23(1,882,735); vi:#37(437,764); simple:#42(122,069); ast:#4(41,922)"
Q180266,Scarlet fever,9,9485342,"bg, chr, csb, de, el, et, it, ka, sh","de:#18(5,804,400); it:#42(2,096,753); bg:#1(896,885); el:#47(334,473); ka:#21(165,064)"
Q366886,Psychopathy,9,8894069,"arz, et, fi, he, is, ja, ko, sr, sv","ja:#2(5,810,368); sv:#10(832,971); fi:#13(630,386); he:#43(461,940); arz:#1(404,635)"
Q103191,Homeostasis,9,7087557,"ary, cy, es, id, jv, lfn, ms, nds, war","es:#23(6,110,512); id:#44(655,971); ms:#10(298,784); cy:#22(6,338); war:#25(5,689)"
Q83030,Dementia,9,5481864,"bg, diq, lb, mk, mt, ru, sq, trv, za","ru:#48(4,908,522); bg:#32(356,161); sq:#50(128,748); mk:#40(77,834); lb:#44(2,618)"
Q327658,List of phobias,9,3748632,"cs, et, hu, ka, lv, pt, sk, sr, vep","pt:#33(1,620,222); cs:#42(611,822); hu:#23(579,992); ka:#6(277,563); sk:#17(247,340)"
Q101971,Wart,9,1996238,"av, bcl, lbe, my, myv, sn, tl, wuu, zh","zh:#45(1,691,291); tl:#18(232,586); my:#26(29,758); bcl:#2(27,250); wuu:#33(8,009)"
Q182353,Sexual reproduction,9,1850137,"ast, eu, fiu-vro, hi, hif, kab, kk, simple, th","hi:#30(896,883); th:#45(358,324); simple:#8(288,713); kk:#37(253,141); eu:#5(35,740)"
Q181394,Nutrient,9,1145876,"as, ca, dv, eu, ga, hi, lt, si, so","hi:#41(775,507); lt:#32(147,962); ca:#7(141,972); si:#38(37,711); eu:#50(14,239)"
Q2270,Benzene,9,806949,"ba, bcl, lb, lmo, pnb, ro, sco, vi, zh-classical","vi:#41(421,099); ro:#48(364,316); sco:#42(4,490); zh-classical:#18(3,630); lb:#37(2,952)"
Q184674,Erectile dysfunction,9,782299,"arz, bn, eml, nqo, ps, si, so, ur, zu","bn:#6(559,943); arz:#5(118,929); si:#22(53,831); ur:#10(36,339); so:#36(4,959)"
Q183130,Gastritis,9,530331,"ay, az, hy, ka, lij, nds-nl, nqo, sw, tyv","az:#41(174,368); ka:#36(137,214); hy:#37(132,482); sw:#31(81,697); nqo:#5(1,195)"
Q133076,Hernia,9,527645,"bew, bjn, bn, lg, new, nqo, sh, szl, te","bn:#27(307,929); sh:#30(107,071); te:#27(89,674); bjn:#4(13,642); new:#15(4,282)"
Q18225,Vitamin A,9,152957,"ban, dv, jbo, mr, or, rw, scn, tyv, ug","mr:#34(134,405); or:#45(4,448); scn:#50(2,858); rw:#22(2,752); jbo:#15(2,170)"
Q192497,Datura,9,115412,"ceb, csb, la, mg, myv, os, te, udm, war","te:#25(90,407); la:#49(6,012); ceb:#11(5,587); war:#27(5,516); mg:#13(5,198)"
Q160184,Flatulence,9,80384,"ay, ceb, ie, ilo, ky, lg, min, nap, so","ky:#35(60,263); min:#10(7,820); so:#32(5,393); nap:#7(1,659); ay:#32(1,378)"
Q33196,Embryo,9,76893,"arc, ceb, ie, inh, ky, om, pms, vec, zh-min-nan","ky:#32(63,807); zh-min-nan:#16(4,548); arc:#16(2,364); ceb:#26(1,799); pms:#23(1,761)"
Q276469,Blister,9,19095,"av, ay, bar, ks, lbe, mzn, nrm, szl, vls","av:#1(8,181); szl:#7(3,988); bar:#46(2,066); vls:#19(1,321); ay:#35(1,085)"
Q1137321,Onchocerciasis,9,11704,"ig, nr, nso, ny, om, sn, ts, tw, xh","xh:#24(2,102); sn:#50(1,919); ts:#19(1,853); tw:#12(1,325); ig:#31(1,196)"
Q158289,Hypericum perforatum,9,11530,"azb, co, csb, fiu-vro, frp, hsb, nv, os, roa-rup","azb:#16(5,690); roa-rup:#24(1,190); csb:#24(1,042); fiu-vro:#47(832); os:#20(779)"
